cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
K13_B002077,1,"['185', '324', '368']",1,"['185', '324', '368']"
K13_B002078,1,"['673', '2', '821']",1,"['643', '2', '724', '638', '638', '638']"
K13_B003103,1,"['15', '346', '438', '571', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '496', '470']",1,"['15', '346', '438', '571', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '649', '496', '470']"
K13_B003105,1,"['98', '2', '2', '126', '103', '82']",1,"['98', '2', '2', '126', '103', '82']"
K13_B003116,1,"['98', '145', '177', '197', '211']",1,"['139', '177', '197', '211']"
K13_B003120,1,"['232', '247', '236', '257', '291']",1,"['232', '238', '231', '257', '289']"
K13_B003518,1,"['4', '787', '977', '966', '935']",1,"['740', '4', '787', '977', '966', '934']"
K13_B003776,1,"['241', '768', '741', '785', '833']",1,"['238', '768', '741', '783', '833']"
K13_B003930,1,"['996', '1203', '1126', '884']",1,"['996', '1203', '1126', '884']"
K14_1001000339,1,"['109', '259', '326', '337', '285']",1,"['108', '259', '326', '337', '285']"
K14_1001000407,1,"['172', '349', '349', '349', '349', '349', '436', '349', '436', '443', '435', '338', '451']",1,"['727', '819', '684', '712']"
K14_B002097,1,359,1,359
K14_B003070,1,"['694', '866', '758']",1,"['1', '694', '867', '758', '727']"
K14_B003116,1,"['226', '574', '868']",1,"['228', '570', '869']"
K14_B003126,1,"['28', '34', '127', '132']",1,"['28', '34', '127', '132']"
K14_B003129,1,"['563', '475', '474', '456']",1,"['563', '475', '474', '428']"
K14_B003187,1,"['520', '520', '520', '520', '520', '477']",1,"['454', '454', '454', '454', '454', '477']"
K14_B003191,1,"['127', '206', '235', '178', '184', '125', '303', '276', '272', '160', '160', '160', '160', '160', '160', '160', '160', '146']",1,"['126', '203', '232', '178', '184', '125', '303', '276', '272', '147', '147', '147', '147', '147', '147', '147', '147', '146']"
K14_B003518,1,"['677', '766', '704']",1,"['676', '766', '704']"
K14_B003522,1,"['757', '837', '1002', '798']",1,"['704', '798', '1002', '798']"
K14_B003527,1,"['208', '286', '262', '237']",1,"['208', '286', '262', '237']"
K14_B003776,1,"['618', '791', '802', '801']",1,"['618', '722', '802', '801']"
K14_B003894,1,"['292', '378', '452', '244', '357', '612']",1,"['204', '378', '452', '244', '357', '612']"
K14_B003920,0,0,0,0
K14_B003930,1,"['561', '752', '838', '1001']",1,"['561', '752', '838', '1001']"
K15_1001000340,1,7,1,7
K15_1001000407,1,"['348', '309']",1,"['722', '574', '528']"
K15_B000422,1,"['82', '167']",1,"['82', '167']"
K15_B002079,1,"['210', '211']",1,"['210', '211']"
K15_B003120,1,"['1136', '1315', '1397', '1267']",1,"['1053', '1313', '1300', '1267']"
K15_B003126,1,"['402', '411', '493', '548', '585']",1,"['402', '1', '411', '493', '548', '585']"
K15_B003129,1,65,1,65
K15_B003132,1,"['330', '438', '524', '565', '712']",1,"['330', '438', '524', '565', '711']"
K15_B003518,1,"['199', '272', '357', '379', '378', '467', '21', '18']",1,"['200', '266', '357', '379', '378', '467', '21', '18']"
K15_B003522,1,"['17', '156', '48', '45', '260']",1,"['17', '156', '48', '45', '260']"
K15_B003527,1,"['25', '1329', '1503', '1601', '1487', '1445']",1,"['25', '1332', '1', '1502', '1600', '1482', '1443']"
K15_B003771,1,['26'],1,['26']
K15_B003776,1,"['1452', '1373', '1373', '1373', '1373', '1373', '1373', '1373', '1373', '1373', '1259', '1171']",1,"['946', '3', '1303', '1452', '1308', '1308', '1308', '1308', '1308', '1308', '1308', '1308', '1308', '1261', '1070']"
K15_B003777,1,"['296', '429', '663', '611', '611', '611', '610', '610', '610', '610', '610', '666', '555', '600']",1,"['294', '429', '663', '602', '602', '602', '601', '601', '601', '601', '601', '659', '555', '580']"
K15_B003894,0,0,0,0
K15_B003920,1,['241'],1,['241']
K15_B003930,1,"['139', '403', '772', '750', '781', '849', '952', '783', '105', '92', '58']",1,"['139', '403', '772', '750', '781', '849', '952', '783', '105', '92', '58']"
K16_1001000407,1,"['261', '342', '241']",1,"['541', '691', '573', '552']"
K16_B000420,1,"['744', '850', '948']",1,"['745', '811', '909']"
K16_B001007,0,0,0,0
K16_B001010,1,"['391', '405', '359', '394']",1,"['391', '405', '359', '394']"
K16_B002077,1,557,1,557
K16_B003067,1,"['3', '2', '2114', '2357', '2465', '2679', '2486', '2487', '2486', '2487', '2328', '2167', '1673']",1,"['3', '2', '2105', '5', '2354', '2470', '2528', '2339', '2339', '2339', '2334', '2177', '1665']"
K16_B003116,1,242,1,241
K16_B003120,1,"['552', '615', '556', '746', '665']",1,"['552', '615', '556', '706', '665']"
K16_B003129,1,"['132', '124', '70', '90']",1,"['133', '124', '70', '90']"
K16_B003187,1,"['153', '540', '576', '470']",1,"['153', '468', '576', '471', '492']"
K16_B003771,1,['197'],1,['197']
K16_B003776,1,"['10', '23', '57', '69', '56']",1,"['10', '23', '57', '69', '56']"
K16_B003777,1,"['289', '304', '244', '318']",1,"['289', '304', '245', '319']"
K16_B003894,1,"['244', '244', '287', '287', '211', '279', '232']",1,"['244', '244', '287', '287', '211', '279', '232']"
K16_B003920,1,['15'],1,['15']
K16_B003930,1,"['365', '795', '1341', '1540', '1755', '2007', '1771', '1801', '1433', '76']",1,"['365', '795', '1341', '1540', '1755', '2007', '1771', '1801', '1433', '76']"
K17_1001000407,1,"['285', '239', '258', '283']",1,"['570', '582', '477', '533']"
K17_1001000412,1,"['484', '485', '399']",1,"['259', '765', '969', '836', '797', '735', '39']"
K17_B000420,1,"['2161', '2', '2469']",1,"['2151', '2472']"
K17_B000422,1,"['171', '191', '191', '191', '191', '191', '191', '149', '48']",1,"['171', '191', '191', '191', '191', '191', '191', '149', '48']"
K17_B001007,0,0,0,0
K17_B001016,1,"['21', '43', '34']",1,"['21', '43', '34']"
K17_B002073,1,"['587', '843', '843', '843']",1,"['526', '810', '810', '810']"
K17_B002074,1,"['70', '13', '79', '146']",1,"['70', '13', '79', '146']"
K17_B002078,1,"['463', '433']",1,"['463', '433']"
K17_B002079,0,0,0,0
K17_B003518,1,"['18', '603', '606', '767', '814', '814', '814', '719', '778', '839', '36']",1,"['604', '606', '767', '791', '791', '791', '719', '778', '839', '36']"
K17_B003527,1,"['891', '1070', '1269', '1270', '1191', '1192', '1140', '1009']",1,"['891', '1070', '1268', '1170', '1141', '1009']"
K17_B003529,1,['32'],1,['32']
K17_B003771,1,"['28', '42']",1,"['28', '42']"
K17_B003775,1,"['2649', '7', '4', '2961', '3319', '2907', '2895', '2647', '113']",1,"['2639', '7', '6', '3', '2979', '3323', '2800', '2894', '2645', '114']"
K17_B003777,1,"['241', '325', '103', '480', '377']",1,"['240', '325', '103', '480', '377']"
K17_B003920,1,96,1,96
K17_B003930,1,"['407', '560', '781', '691', '691', '693', '529', '499']",1,"['407', '560', '781', '691', '691', '693', '529', '499']"
K18_1001000339,1,"['36', '120', '135', '89']",1,"['36', '120', '135', '89']"
K18_1001000412,1,"['595', '412', '453', '35']",1,"['2', '971', '1123', '895']"
K18_B000422,1,"['7', '261', '117', '83', '67']",1,"['7', '261', '117', '83', '67']"
K18_B001010,1,"['361', '677', '732', '634', '686']",1,"['361', '677', '732', '634', '686']"
K18_B002074,1,"['84', '95', '142', '243', '207']",1,"['84', '95', '142', '243', '206']"
K18_B002077,1,313,1,313
K18_B002078,1,182,1,182
K18_B002079,1,"['390', '465', '552']",1,"['390', '465', '552']"
K18_B003067,0,0,0,0
K18_B003105,1,"['316', '481', '662', '681', '434', '743']",1,"['316', '481', '662', '681', '434', '743']"
K18_B003119,1,"['1385', '1629', '1436']",1,"['1384', '1448', '1438']"
K18_B003120,1,"['203', '204']",1,"['203', '204']"
K18_B003125,1,"['19', '35', '35']",1,"['19', '35', '35']"
K18_B003518,1,"['6', '370', '409', '366']",1,"['6', '335', '409', '366']"
K18_B003527,1,"['9', '34', '50']",1,"['9', '34', '50']"
K18_B003577,1,"['2', '4', '3', '3', '2', '2']",1,"['2', '4', '3', '3', '2', '2']"
K18_B003771,1,"['13', '29']",1,"['13', '29']"
K18_B003777,1,"['76', '171', '138', '158', '168']",1,"['71', '171', '138', '158', '168']"
K18_B003894,1,"['228', '320', '297']",1,"['229', '320', '297']"
K18_B003930,1,"['337', '437', '498', '589']",1,"['337', '437', '498', '589']"
K19_1001000408,1,"['49', '67', '231', '199', '202']",1,"['86', '497', '429', '446', '402', '423']"
K19_B000420,1,"['35', '33', '55', '75']",1,"['35', '33', '55', '75']"
K19_B002073,1,"['803', '896', '951', '971', '971', '971', '971', '972', '979']",1,"['804', '897', '952', '919', '919', '919', '919', '920', '979']"
K19_B002074,0,0,0,0
K19_B003105,1,"['798', '747', '804', '938', '977', '940', '629', '1065', '922']",1,"['798', '747', '804', '938', '977', '940', '629', '1065', '922']"
K19_B003112,1,"['179', '183', '263']",1,"['112', '179', '183']"
K19_B003116,1,"['45', '163', '349', '511', '332', '486']",1,"['45', '163', '349', '463', '332']"
K19_B003120,1,"['68', '135', '301', '508']",1,"['68', '135', '301', '508']"
K19_B003125,1,"['44', '35', '87', '98', '77', '74', '75']",1,"['44', '35', '87', '98', '77', '74', '75']"
K19_B003518,1,"['424', '526', '606', '440', '485', '536']",1,"['407', '526', '606', '440', '481', '535']"
K19_B003527,1,"['314', '346', '497']",1,"['314', '346', '496']"
